Qoil,Qwater,Qgas,BHP,WHP,WHT,Tsep,Psep,Choke_in
2189.8,0,6.57,5135.58,3001.91,113.01,66.66,500,0.42
1853.5,463.4,5.56,5081.39,2812.4,119.35,69.56,500,0.42
1493,995.4,4.48,5084.9,2605,126.61,73.45,500,0.42
1072.4,1608.6,3.22,5117.17,2349.44,133.34,78.42,500,0.42
580.5,2322.1,1.74,5185.35,1932.84,140.11,84.28,500,0.42
2189.8,0,6.57,5135.58,3001.91,113.01,66.66,600,0.42
1853.5,463.4,5.56,5081.39,2812.4,119.35,69.56,600,0.42
1493,995.4,4.48,5084.9,2605,126.61,73.45,600,0.42
1072.4,1608.6,3.22,5117.17,2349.44,133.34,78.42,600,0.42
580.5,2322.1,1.74,5185.35,1932.84,140.11,84.28,600,0.42
3191.6,0,9.58,4910.85,2641.89,130.62,76.37,100,0.54
2678.4,669.6,8.04,4838.56,2467.09,137.14,81.27,100,0.54
2143,1428.6,6.43,4851.11,2308.13,143.63,87.35,100,0.54
1538.7,2308,4.62,4901.71,2083.55,150.32,94.36,100,0.54
833.6,3334.4,2.5,5002.67,1706.98,157.19,102.19,100,0.54
3191.5,0,9.58,4910.85,2641.89,130.62,76.37,200,0.54
2678.4,669.6,8.04,4838.56,2467.09,137.14,81.27,200,0.54
2142.9,1428.6,6.43,4851.11,2308.13,143.63,87.35,200,0.54
1538.7,2308,4.62,4901.71,2083.55,150.32,94.36,200,0.54
833.6,3334.4,2.5,5002.67,1706.98,157.19,102.19,200,0.54
3191.6,0,9.58,4910.85,2641.89,130.62,76.37,300,0.54
2678.4,669.6,8.04,4838.56,2467.09,137.14,81.27,300,0.54
2142.9,1428.6,6.43,4851.11,2308.12,143.63,87.35,300,0.54
1538.7,2308,4.62,4901.71,2083.55,150.32,94.36,300,0.54
833.6,3334.4,2.5,5002.67,1706.98,157.19,102.19,300,0.54
3191.6,0,9.58,4910.85,2641.89,130.62,76.37,400,0.54
2678.4,669.6,8.04,4838.56,2467.09,137.14,81.27,400,0.54
2142.9,1428.6,6.43,4851.11,2308.13,143.63,87.35,400,0.54
1538.7,2308,4.62,4901.71,2083.55,150.32,94.36,400,0.54
833.6,3334.4,2.5,5002.67,1706.98,157.19,102.19,400,0.54
3191.6,0,9.58,4910.85,2641.89,130.62,76.37,500,0.54
2678.4,669.6,8.04,4838.56,2467.09,137.14,81.27,500,0.54
2142.9,1428.6,6.43,4851.11,2308.13,143.63,87.35,500,0.54
1538.7,2308,4.62,4901.71,2083.56,150.32,94.36,500,0.54
833.6,3334.4,2.5,5002.67,1706.98,157.19,102.19,500,0.54
3191.6,0,9.58,4910.85,2641.89,130.62,76.37,600,0.54
2678.4,669.6,8.04,4838.56,2467.09,137.14,81.27,600,0.54
2142.9,1428.6,6.43,4851.11,2308.13,143.63,87.35,600,0.54
1538.7,2308,4.62,4901.71,2083.56,150.32,94.36,600,0.54
833.6,3334.4,2.5,5002.67,1706.98,157.19,102.19,600,0.54
4213,0,12.64,4672.29,2188.99,144.07,87.6,100,0.7
3505.9,876.5,10.52,4584.56,2046.09,149.64,93.48,100,0.7
2812.7,1875.1,8.44,4603.29,1918.64,156.08,100.95,100,0.7
2025.8,3038.7,6.08,4672.76,1733.89,162.67,109.26,100,0.7
1104.7,4418.8,3.31,4805.3,1423.98,168.73,117.86,100,0.7
4213,0,12.64,4672.29,2188.99,144.07,87.6,200,0.7
3505.9,876.5,10.52,4584.56,2046.09,149.64,93.48,200,0.7
2812.7,1875.1,8.44,4603.29,1918.64,156.08,100.95,200,0.7
2025.8,3038.7,6.08,4672.76,1733.89,162.67,109.26,200,0.7
1104.7,4418.8,3.31,4805.3,1423.99,168.73,117.86,200,0.7
4213,0,12.64,4672.29,2188.99,144.07,87.6,300,0.7
3505.9,876.5,10.52,4584.56,2046.09,149.64,93.48,300,0.7
2812.7,1875.1,8.44,4603.29,1918.64,156.08,100.95,300,0.7
2025.8,3038.7,6.08,4672.76,1733.89,162.67,109.26,300,0.7
1104.7,4418.8,3.31,4805.3,1423.99,168.73,117.86,300,0.7
4213,0,12.64,4672.29,2188.99,144.07,87.6,400,0.7
3505.9,876.5,10.52,4584.56,2046.09,149.64,93.48,400,0.7
2812.7,1875.1,8.44,4603.29,1918.64,156.08,100.95,400,0.7
2025.8,3038.7,6.08,4672.76,1733.89,162.67,109.26,400,0.7
1104.7,4418.8,3.31,4805.3,1423.99,168.73,117.86,400,0.7
4213,0,12.64,4672.29,2188.99,144.07,87.6,500,0.7
3505.9,876.5,10.52,4584.56,2046.09,149.64,93.48,500,0.7
2812.7,1875.1,8.44,4603.29,1918.64,156.08,100.95,500,0.7
2025.8,3038.7,6.08,4672.76,1733.89,162.67,109.26,500,0.7
1104.7,4418.8,3.31,4805.3,1423.98,168.73,117.86,500,0.7
4213,0,12.64,4672.29,2188.99,144.07,87.6,600,0.7
3505.9,876.5,10.52,4584.56,2046.09,149.64,93.48,600,0.7
2812.7,1875.1,8.44,4603.29,1918.64,156.08,100.95,600,0.7
2025.8,3038.7,6.08,4672.76,1733.89,162.67,109.26,600,0.7
1104.7,4418.8,3.31,4805.3,1423.99,168.73,117.86,600,0.7
5030.3,0,15.09,4473.15,1757.73,152.27,96.3,100,0.9
4173.8,1043.5,12.52,4372.03,1634.25,157.5,102.61,100,0.9
3360.2,2240.1,10.08,4394.74,1530.3,163.75,110.8,100,0.9
2437.2,3655.9,7.31,4475.2,1383.62,169.99,119.7,100,0.9
1338.9,5355.8,4.02,4633.45,1126.16,176,129,100,0.9
5030.3,0,15.09,4473.15,1757.73,152.27,96.3,200,0.9
4173.8,1043.5,12.52,4372.03,1634.25,157.5,102.61,200,0.9
3360.2,2240.1,10.08,4394.74,1530.3,163.75,110.8,200,0.9
2437.2,3655.9,7.31,4475.2,1383.62,169.99,119.7,200,0.9
1338.9,5355.8,4.02,4633.45,1126.16,176,129,200,0.9
5030.3,0,15.09,4473.15,1757.73,152.27,96.3,300,0.9
4173.8,1043.5,12.52,4372.03,1634.25,157.5,102.61,300,0.9
3360.2,2240.1,10.08,4394.74,1530.3,163.75,110.8,300,0.9
2437.2,3655.9,7.31,4475.2,1383.62,169.99,119.7,300,0.9
1338.9,5355.8,4.02,4633.45,1126.16,176,129,300,0.9
5030.3,0,15.09,4473.15,1757.73,152.27,96.3,400,0.9
4173.8,1043.5,12.52,4372.03,1634.25,157.5,102.61,400,0.9
3360.2,2240.1,10.08,4394.74,1530.3,163.75,110.8,400,0.9
2437.2,3655.9,7.31,4475.2,1383.62,169.99,119.7,400,0.9
1338.9,5355.8,4.02,4633.45,1126.16,176,129,400,0.9
5030.3,0,15.09,4473.15,1757.73,152.27,96.3,500,0.9
4173.8,1043.5,12.52,4372.03,1634.25,157.5,102.61,500,0.9
3360.2,2240.1,10.08,4394.74,1530.3,163.75,110.8,500,0.9
2437.2,3655.9,7.31,4475.2,1383.62,169.99,119.7,500,0.9
1338.9,5355.5,4.02,4633.49,1126.24,176,128.99,500,0.9
5030.3,0,15.09,4473.15,1757.73,152.27,96.3,600,0.9
4173.8,1043.5,12.52,4372.03,1634.25,157.5,102.61,600,0.9
3360.2,2240.1,10.08,4394.74,1530.3,163.75,110.8,600,0.9
2437.2,3655.9,7.31,4475.2,1383.62,169.99,119.7,600,0.9
1330.3,5321.3,3.99,4639.78,1138.27,175.75,128.6,600,0.9
5571.6,0,16.72,4335.87,1434.82,156.67,101.62,100,1.16
4619.8,1154.9,13.86,4226.06,1323.48,161.89,108.25,100,1.16
3726.9,2484.6,11.18,4251.47,1231.46,167.94,116.69,100,1.16
2716.9,4075.4,8.15,4338.94,1107.01,174.1,125.98,100,1.16
1499.9,5999.5,4.5,4514.46,890.81,179.84,135.36,100,1.16
5571.6,0,16.72,4335.87,1434.82,156.67,101.62,200,1.16
4619.8,1154.9,13.86,4226.06,1323.48,161.89,108.25,200,1.16
3726.9,2484.6,11.18,4251.47,1231.46,167.94,116.69,200,1.16
2716.9,4075.4,8.15,4338.94,1107.01,174.1,125.98,200,1.16
1499.9,5999.5,4.5,4514.46,890.81,179.84,135.36,200,1.16
5571.6,0,16.72,4335.87,1434.82,156.67,101.62,300,1.16
4619.8,1154.9,13.86,4226.06,1323.48,161.89,108.25,300,1.16
3726.9,2484.6,11.18,4251.47,1231.46,167.94,116.69,300,1.16
2716.9,4075.4,8.15,4338.94,1107.01,174.1,125.98,300,1.16
1499.9,5999.5,4.5,4514.46,890.81,179.84,135.36,300,1.16
5571.6,0,16.72,4335.87,1434.82,156.67,101.62,400,1.16
4619.8,1154.9,13.86,4226.06,1323.48,161.89,108.25,400,1.16
3726.9,2484.6,11.18,4251.47,1231.46,167.94,116.69,400,1.16
2716.9,4075.4,8.15,4338.94,1107.01,174.1,125.98,400,1.16
1495.8,5983.1,4.49,4517.48,897.3,179.74,135.2,400,1.16
5571.6,0,16.72,4335.87,1434.82,156.67,101.62,500,1.16
4619.5,1154.9,13.86,4226.14,1323.67,161.89,108.24,500,1.16
3726,2484,11.18,4251.82,1232.25,167.93,116.67,500,1.16
2712.3,4068.5,8.14,4341.22,1112.3,174.04,125.89,500,1.16
1474.8,5899.3,4.42,4532.97,927.03,179.24,134.37,500,1.16
5568.1,0,16.7,4336.78,1437.08,156.65,101.59,600,1.16
4612.7,1153.2,13.84,4228.37,1328.86,161.82,108.16,600,1.16
3711.7,2474.5,11.14,4257.47,1245.13,167.78,116.46,600,1.16
2687.6,4031.3,8.06,4353.47,1136.36,173.74,125.39,600,1.16
1446.1,5784.5,4.34,4554.2,972.2,178.56,133.24,600,1.16
5873.1,0,17.62,4259.37,1242.97,159.12,104.58,100,1.5
4865,1216.2,14.6,4143.53,1137.56,164.01,111.12,100,1.5
3929.9,2619.9,11.79,4171.17,1050.9,170.04,119.77,100,1.5
2870.4,4305.6,8.61,4263.04,938.07,176,129.04,100,1.5
1590.3,6361.3,4.77,4447.16,748.38,181.67,138.52,100,1.5
5873.1,0,17.62,4259.37,1242.97,159.12,104.58,200,1.5
4865,1216.2,14.6,4143.53,1137.56,164.01,111.12,200,1.5
3929.9,2619.9,11.79,4171.17,1050.9,170.04,119.77,200,1.5
2870.4,4305.6,8.61,4263.04,938.07,176,129.04,200,1.5
1590.3,6361.3,4.77,4447.16,748.38,181.67,138.52,200,1.5
5873.1,0,17.62,4259.37,1242.97,159.12,104.58,300,1.5
4865,1216.2,14.6,4143.53,1137.56,164.01,111.12,300,1.5
3929.8,2619.8,11.79,4171.22,1051.03,170.04,119.76,300,1.5
2869.2,4303.8,8.61,4263.64,939.53,175.98,129.01,300,1.5
1580.3,6321.3,4.74,4454.61,763.23,181.47,138.17,300,1.5
5868.7,0,17.61,4260.52,1242.7,159.09,104.54,400,1.5
4859.2,1214.8,14.58,4145.51,1142.38,163.96,111.05,400,1.5
3919.4,2612.9,11.76,4175.33,1061.1,169.93,119.61,400,1.5
2852.5,4278.8,8.56,4271.87,959.75,175.78,128.68,400,1.5
1558.8,6235.4,4.68,4470.6,800.94,181.04,137.43,400,1.5
5846.4,0,17.54,4266.17,1258.17,158.91,104.32,500,1.5
4833.1,1208.3,14.5,4154.39,1164.11,163.75,110.76,500,1.5
3889.7,2593.1,11.67,4187.09,1089.08,169.62,119.16,500,1.5
2820.9,4231.4,8.46,4287.5,995.33,175.39,128.05,500,1.5
1527.6,6110.5,4.58,4493.84,849.11,180.42,136.36,500,1.5
5805.7,0,17.42,4276.5,1285.96,158.58,103.92,600,1.5
4789.1,1197.3,14.37,4169.38,1197.14,163.4,110.26,600,1.5
3845.3,2563.5,11.54,4204.63,1127.42,169.16,118.48,600,1.5
2778.9,4168.4,8.34,4308.27,1040.06,174.87,127.21,600,1.5
1490.7,5962.7,4.47,4521.25,905.46,179.62,135,600,1.5
6002.6,0,18.01,4225.07,1152.1,159.98,105.73,100,1.94
4973.5,1243.4,14.92,4106.55,1050.51,164.88,112.34,100,1.94
4022.2,2681.5,12.07,4134.66,967.3,171,121.17,100,1.94
2941.2,4411.8,8.82,4228.01,858.82,176.87,130.45,100,1.94
1630.8,6523.3,4.89,4417.01,679.4,182.47,139.91,100,1.94
6002.6,0,18.01,4225.07,1152.1,159.98,105.73,200,1.94
4973.4,1243.3,14.92,4106.58,1050.57,164.88,112.34,200,1.94
4022,2681.3,12.07,4134.75,967.55,171,121.16,200,1.94
2939.1,4408.7,8.82,4229.04,861.38,176.85,130.41,200,1.94
1624.4,6497.5,4.87,4421.81,691.49,182.35,139.69,200,1.94
5993.8,0,17.98,4227.38,1158.5,159.92,105.66,300,1.94
4961.1,1240.3,14.88,4110.77,1061.15,164.78,112.2,300,1.94
4007.2,2671.4,12.02,4140.61,982.36,170.84,120.94,300,1.94
2919.7,4379.5,8.76,4238.67,881.64,176.61,130.02,300,1.94
1605.2,6420.9,4.82,4436.07,724.66,181.97,139.03,300,1.94
5967.3,0,17.9,4234.42,1178.02,159.75,105.42,400,1.94
4931.5,1232.9,14.8,4120.85,1084.47,164.54,111.87,400,1.94
3975.8,2650.5,11.93,4153.03,1009.22,170.52,120.46,400,1.94
2891.6,4337.4,8.68,4252.54,914.91,176.26,129.46,400,1.94
1577.1,6308.5,4.73,4456.99,768.71,181.41,138.06,400,1.94
5924.9,0,17.78,4245.66,1205.47,159.46,105.04,500,1.94
4893.2,1223.3,14.68,4133.9,1116.95,164.23,111.44,500,1.94
3938.7,2625.8,11.82,4167.69,1045.56,170.13,119.9,500,1.94
2852.8,4279.2,8.56,4271.75,957.01,175.78,128.69,500,1.94
1543.6,6174.3,4.63,4481.96,821.54,180.74,136.91,500,1.94
5876.4,0,17.63,4258.49,1240.59,159.14,104.61,600,1.94
4842.8,1210.7,14.53,4151.09,1155.83,163.83,110.87,600,1.94
3889.4,2592.9,11.67,4187.18,1089.12,169.62,119.15,600,1.94
2809.1,4213.7,8.43,4293.34,1007.06,175.24,127.82,600,1.94
1505.4,6021.7,4.52,4510.35,881.19,179.97,135.58,600,1.94
6054.3,0,18.16,4211.37,1117.35,160.33,106.2,100,2.5
5014.2,1253.5,15.04,4092.69,1016.95,165.21,112.8,100,2.5
4057.8,2705.2,12.17,4120.14,934.83,171.31,121.65,100,2.5
2966.2,4449.3,8.9,4215.64,827.86,177.18,130.95,100,2.5
1645.9,6583.5,4.94,4405.8,656.53,182.77,140.43,100,2.5
6048.1,0,18.14,4212.99,1121.88,160.29,106.14,200,2.5
5006.4,1251.6,15.02,4095.35,1023.72,165.15,112.72,200,2.5
4045.4,2696.9,12.14,4125.22,943.58,171.2,121.48,200,2.5
2955.8,4433.8,8.87,4220.77,841.16,177.06,130.74,200,2.5
1634.3,6537,4.9,4414.45,677.99,182.54,140.03,200,2.5
6023.1,0,18.07,4219.63,1136.82,160.12,105.92,300,2.5
4985,1246.3,14.96,4102.61,1042.16,164.97,112.47,300,2.5
4024.9,2683.3,12.08,4133.56,964.52,171.02,121.21,300,2.5
2934.7,4402.1,8.8,4231.22,866.81,176.79,130.32,300,2.5
1612,6447.9,4.84,4431.04,712.4,182.1,139.26,300,2.5
5991.9,0,17.98,4227.89,1159.87,159.91,105.64,400,2.5
4950.4,1237.6,14.85,4114.41,1068.2,164.7,112.08,400,2.5
3991.5,2661,11.98,4146.8,993.8,170.68,120.7,400,2.5
2903.9,4355.9,8.71,4246.45,901.24,176.41,129.71,400,2.5
1583.1,6332.6,4.75,4452.5,757.91,181.53,138.27,400,2.5
5947.6,0,17.84,4239.64,1189.26,159.62,105.25,500,2.5
4910.8,1227.7,14.73,4127.92,1102.06,164.38,111.64,500,2.5
3953,2635.4,11.86,4162.02,1031.52,170.28,120.12,500,2.5
2864.7,4297,8.59,4265.87,944.61,175.93,128.92,500,2.5
1549.9,6199.5,4.65,4477.27,812.15,180.87,137.12,500,2.5
5897.2,0,17.69,4253,1225.58,159.28,104.8,600,2.5
4859.2,1214.8,14.58,4145.5,1142.03,163.96,111.05,600,2.5
3903.1,2602,11.71,4181.79,1075.94,169.76,119.36,600,2.5
2820.3,4230.5,8.46,4287.8,995.82,175.38,128.04,600,2.5
1510.6,6042.4,4.53,4506.52,872.56,180.08,135.77,600,2.5
806,0,2.82,5426.93,3432.94,82.09,60.12,100,0.25
697.7,174.4,2.44,5402.87,3218.62,85.57,60.29,100,0.25
569.1,379.4,1.99,5401.09,3042.05,89.42,60.83,100,0.25
413.9,620.8,1.45,5410.84,2768.21,93.73,61.63,100,0.25
228,912.1,0.8,5434.62,2286.12,98.8,62.83,100,0.25
791.6,0,2.77,5430.02,3379.28,81.7,60.12,200,0.25
697.7,174.4,2.44,5402.87,3218.62,85.57,60.29,200,0.25
569.1,379.4,1.99,5401.09,3042.05,89.42,60.83,200,0.25
413.9,620.8,1.45,5410.84,2768.21,93.73,61.63,200,0.25
228,912.1,0.8,5434.62,2286.12,98.8,62.83,200,0.25
773.7,0,2.71,5433.87,3315.24,81.21,60.12,300,0.25
697.7,174.4,2.44,5402.87,3218.62,85.57,60.29,300,0.25
569.1,379.4,1.99,5401.09,3042.05,89.42,60.83,300,0.25
413.9,620.8,1.45,5410.84,2768.21,93.73,61.63,300,0.25
228,912.1,0.8,5434.62,2286.12,98.8,62.83,300,0.25
757.1,0,2.65,5437.42,3260.76,80.75,60.11,400,0.25
697.7,174.4,2.44,5402.87,3218.62,85.57,60.29,400,0.25
569.1,379.4,1.99,5401.09,3042.05,89.42,60.83,400,0.25
413.9,620.8,1.45,5410.84,2768.21,93.73,61.63,400,0.25
228,912.1,0.8,5434.62,2286.12,98.8,62.83,400,0.25
744.6,0,2.61,5440.11,3225.3,80.41,60.11,500,0.25
697.7,174.4,2.44,5402.87,3218.62,85.57,60.29,500,0.25
569.1,379.4,1.99,5401.09,3042.05,89.42,60.83,500,0.25
413.9,620.8,1.45,5410.84,2768.21,93.73,61.63,500,0.25
228,912.1,0.8,5434.62,2286.12,98.8,62.83,500,0.25
737.9,0,2.58,5441.56,3213.69,80.23,60.11,600,0.25
697.7,174.4,2.44,5402.87,3218.62,85.57,60.29,600,0.25
569.1,379.4,1.99,5401.09,3042.05,89.42,60.83,600,0.25
413.9,620.8,1.45,5410.84,2768.21,93.73,61.63,600,0.25
228,912.1,0.8,5434.62,2286.12,98.8,62.83,600,0.25
1294.6,0,4.53,5319.09,3361.34,94.74,61.77,100,0.32
1117.1,279.3,3.91,5281.36,3178.09,99.77,62.73,100,0.32
917,611.3,3.21,5277.52,2947.37,105.87,64.14,100,0.32
675.6,1013.4,2.37,5290.2,2619.94,113.07,66.1,100,0.32
371.9,1487.6,1.3,5329.87,2177.15,119.44,69.62,100,0.32
1294.6,0,4.53,5319.09,3361.34,94.74,61.77,200,0.32
1117.1,279.3,3.91,5281.36,3178.1,99.77,62.73,200,0.32
917,611.3,3.21,5277.52,2947.37,105.87,64.14,200,0.32
675.6,1013.4,2.37,5290.2,2619.94,113.07,66.1,200,0.32
371.9,1487.6,1.3,5329.87,2177.15,119.44,69.62,200,0.32
1294.6,0,4.53,5319.09,3361.34,94.74,61.77,300,0.32
1117.1,279.3,3.91,5281.36,3178.09,99.77,62.73,300,0.32
917,611.3,3.21,5277.52,2947.37,105.87,64.14,300,0.32
675.6,1013.4,2.37,5290.2,2619.94,113.07,66.1,300,0.32
371.9,1487.6,1.3,5329.87,2177.15,119.44,69.62,300,0.32
1294.6,0,4.53,5319.09,3361.34,94.74,61.77,400,0.32
1117.1,279.3,3.91,5281.36,3178.09,99.77,62.73,400,0.32
917,611.3,3.21,5277.52,2947.37,105.87,64.14,400,0.32
675.6,1013.4,2.37,5290.2,2619.94,113.07,66.1,400,0.32
371.9,1487.6,1.3,5329.87,2177.15,119.44,69.62,400,0.32
1294.6,0,4.53,5319.09,3361.34,94.74,61.77,500,0.32
1117.1,279.3,3.91,5281.36,3178.1,99.77,62.73,500,0.32
917,611.3,3.21,5277.52,2947.37,105.87,64.14,500,0.32
675.6,1013.4,2.37,5290.2,2619.94,113.07,66.1,500,0.32
371.9,1487.6,1.3,5329.87,2177.15,119.44,69.62,500,0.32
1294.6,0,4.53,5319.09,3361.34,94.74,61.77,600,0.32
1117.1,279.3,3.91,5281.36,3178.09,99.77,62.73,600,0.32
917,611.3,3.21,5277.52,2947.37,105.87,64.14,600,0.32
675.6,1013.4,2.37,5290.2,2619.94,113.07,66.1,600,0.32
371.9,1487.6,1.3,5329.87,2177.15,119.44,69.62,600,0.32
2038.6,0,7.14,5151.97,3112.8,112.21,66.37,100,0.42
1743.1,435.8,6.1,5096.85,2934.78,118.23,69.15,100,0.42
1421.1,947.4,4.97,5095.67,2732.82,125.31,72.95,100,0.42
1037.9,1556.9,3.63,5121.16,2459.76,132.78,77.85,100,0.42
571,2284,2,5184.18,2034.86,139.73,83.92,100,0.42
2038.6,0,7.14,5151.97,3112.8,112.21,66.37,200,0.42
1743.1,435.8,6.1,5096.85,2934.78,118.23,69.15,200,0.42
1421.1,947.4,4.97,5095.67,2732.82,125.31,72.95,200,0.42
1037.9,1556.9,3.63,5121.16,2459.76,132.78,77.85,200,0.42
571,2284,2,5184.18,2034.86,139.73,83.92,200,0.42
2038.6,0,7.14,5151.97,3112.8,112.21,66.37,300,0.42
1743.1,435.8,6.1,5096.85,2934.78,118.23,69.15,300,0.42
1421.1,947.4,4.97,5095.67,2732.82,125.31,72.95,300,0.42
1037.9,1556.9,3.63,5121.16,2459.76,132.78,77.85,300,0.42
571,2284,2,5184.18,2034.86,139.73,83.92,300,0.42
2038.6,0,7.14,5151.97,3112.8,112.21,66.37,400,0.42
1743.1,435.8,6.1,5096.85,2934.78,118.23,69.15,400,0.42
1421.1,947.4,4.97,5095.67,2732.82,125.31,72.95,400,0.42
1037.9,1556.9,3.63,5121.16,2459.76,132.78,77.85,400,0.42
571,2284,2,5184.18,2034.86,139.73,83.92,400,0.42
2038.6,0,7.14,5151.97,3112.8,112.21,66.37,500,0.42
1743.1,435.8,6.1,5096.85,2934.78,118.23,69.15,500,0.42
1421.1,947.4,4.97,5095.67,2732.82,125.31,72.95,500,0.42
1037.9,1556.9,3.63,5121.16,2459.76,132.78,77.85,500,0.42
571,2284,2,5184.18,2034.86,139.73,83.92,500,0.42
2038.6,0,7.14,5151.97,3112.8,112.21,66.37,600,0.42
1743.1,435.8,6.1,5096.85,2934.78,118.23,69.15,600,0.42
1421.1,947.4,4.97,5095.67,2732.82,125.31,72.95,600,0.42
1037.9,1556.9,3.63,5121.15,2459.76,132.78,77.85,600,0.42
571,2284,2,5184.18,2034.86,139.73,83.92,600,0.42
2984.5,0,10.45,4932.28,2747.64,129.85,75.97,100,0.54
2533,633.2,8.87,4857.13,2579.95,136.1,80.68,100,0.54
2054.8,1369.8,7.19,4861.91,2413.65,143.14,86.76,100,0.54
1492.9,2239.3,5.23,4905.69,2189.63,149.73,93.71,100,0.54
822.3,3289,2.88,4999.24,1803.49,156.88,101.86,100,0.54
2984.5,0,10.45,4932.28,2747.64,129.85,75.97,200,0.54
2533,633.2,8.87,4857.13,2579.95,136.1,80.68,200,0.54
2054.8,1369.8,7.19,4861.91,2413.65,143.14,86.76,200,0.54
1492.9,2239.3,5.23,4905.69,2189.63,149.73,93.71,200,0.54
822.3,3289,2.88,4999.24,1803.49,156.88,101.86,200,0.54
2984.5,0,10.45,4932.28,2747.64,129.85,75.97,300,0.54
2533,633.2,8.87,4857.13,2579.95,136.1,80.68,300,0.54
2054.8,1369.8,7.19,4861.91,2413.65,143.14,86.76,300,0.54
1492.9,2239.3,5.23,4905.69,2189.63,149.73,93.71,300,0.54
822.3,3289,2.88,4999.24,1803.49,156.88,101.86,300,0.54
2984.5,0,10.45,4932.28,2747.63,129.85,75.97,400,0.54
2533,633.2,8.87,4857.13,2579.95,136.1,80.68,400,0.54
2054.8,1369.8,7.19,4861.91,2413.65,143.14,86.76,400,0.54
1492.9,2239.3,5.23,4905.69,2189.63,149.73,93.71,400,0.54
822.3,3289,2.88,4999.24,1803.49,156.88,101.86,400,0.54
2984.5,0,10.45,4932.28,2747.64,129.85,75.97,500,0.54
2533,633.2,8.87,4857.13,2579.95,136.1,80.68,500,0.54
2054.8,1369.8,7.19,4861.91,2413.64,143.14,86.76,500,0.54
1492.9,2239.3,5.23,4905.69,2189.63,149.73,93.71,500,0.54
822.3,3289,2.88,4999.24,1803.49,156.88,101.86,500,0.54
2984.5,0,10.45,4932.28,2747.63,129.85,75.97,600,0.54
2533,633.2,8.87,4857.13,2579.95,136.1,80.68,600,0.54
2054.8,1369.8,7.19,4861.91,2413.64,143.14,86.76,600,0.54
1492.9,2239.3,5.23,4905.69,2189.63,149.73,93.71,600,0.54
822.3,3289,2.88,4999.24,1803.49,156.88,101.86,600,0.54
3963.2,0,13.87,4695.77,2278.8,143.52,87.27,100,0.7
3338.9,834.7,11.69,4603.54,2135.73,149.39,93.12,100,0.7
2704.5,1803,9.47,4614.65,2011,155.6,100.36,100,0.7
1972.3,2958.4,6.9,4674.75,1826.34,162.22,108.7,100,0.7
1091.5,4366.2,3.82,4799.32,1508.13,168.58,117.64,100,0.7
3963.2,0,13.87,4695.77,2278.8,143.52,87.27,200,0.7
3338.9,834.7,11.69,4603.54,2135.73,149.39,93.12,200,0.7
2704.5,1803,9.47,4614.65,2011,155.6,100.36,200,0.7
1972.3,2958.4,6.9,4674.75,1826.34,162.22,108.7,200,0.7
1091.5,4366.2,3.82,4799.32,1508.13,168.58,117.64,200,0.7
3963.2,0,13.87,4695.77,2278.8,143.52,87.27,300,0.7
3338.9,834.7,11.69,4603.54,2135.73,149.39,93.12,300,0.7
2704.5,1803,9.47,4614.65,2011,155.6,100.36,300,0.7
1972.3,2958.4,6.9,4674.75,1826.34,162.22,108.7,300,0.7
1091.5,4366.2,3.82,4799.32,1508.13,168.58,117.64,300,0.7
3963.2,0,13.87,4695.77,2278.8,143.52,87.27,400,0.7
3338.9,834.7,11.69,4603.54,2135.73,149.39,93.12,400,0.7
2704.5,1803,9.47,4614.65,2011,155.6,100.36,400,0.7
1972.3,2958.4,6.9,4674.75,1826.34,162.22,108.7,400,0.7
1091.5,4366.2,3.82,4799.32,1508.13,168.58,117.64,400,0.7
3963.2,0,13.87,4695.77,2278.8,143.52,87.27,500,0.7
3338.9,834.7,11.69,4603.54,2135.73,149.39,93.12,500,0.7
2704.5,1803,9.47,4614.65,2011,155.6,100.36,500,0.7
1972.3,2958.4,6.9,4674.75,1826.34,162.22,108.7,500,0.7
1091.5,4366.2,3.82,4799.32,1508.13,168.58,117.64,500,0.7
3963.2,0,13.87,4695.77,2278.8,143.52,87.27,600,0.7
3338.9,834.7,11.69,4603.54,2135.73,149.39,93.12,600,0.7
2704.5,1803,9.47,4614.65,2011,155.6,100.36,600,0.7
1972.3,2958.4,6.9,4674.75,1826.34,162.22,108.7,600,0.7
1091.5,4366.2,3.82,4799.32,1508.13,168.58,117.64,600,0.7
4752.2,0,16.63,4497,1829.51,151.96,96.1,100,0.9
3986.5,996.6,13.95,4391.48,1708.84,157.33,102.36,100,0.9
3236.6,2157.7,11.33,4406.38,1605.15,163.34,110.25,100,0.9
2373.8,3560.7,8.31,4477.41,1457.62,169.72,119.27,100,0.9
1323,5292.2,4.63,4626.08,1194.92,175.83,128.74,100,0.9
4752.2,0,16.63,4497.01,1829.51,151.96,96.1,200,0.9
3986.5,996.6,13.95,4391.48,1708.84,157.33,102.36,200,0.9
3236.6,2157.7,11.33,4406.38,1605.15,163.34,110.25,200,0.9
2373.8,3560.7,8.31,4477.41,1457.62,169.72,119.27,200,0.9
1323,5292.2,4.63,4626.08,1194.92,175.83,128.74,200,0.9
4752.2,0,16.63,4497.01,1829.51,151.96,96.1,300,0.9
3986.5,996.6,13.95,4391.48,1708.84,157.33,102.36,300,0.9
3236.6,2157.7,11.33,4406.38,1605.15,163.34,110.25,300,0.9
