Qoil,Qwater,Qgas,BHP,WHP,WHT,Tsep,Psep,Choke_in
2373.8,3560.7,8.31,4477.41,1457.62,169.72,119.27,300,0.9
1323,5292.2,4.63,4626.08,1194.92,175.83,128.74,300,0.9
4752.2,0,16.63,4497.01,1829.51,151.96,96.1,400,0.9
3986.5,996.6,13.95,4391.48,1708.84,157.33,102.36,400,0.9
3236.6,2157.7,11.33,4406.38,1605.15,163.34,110.25,400,0.9
2373.8,3560.7,8.31,4477.41,1457.62,169.72,119.27,400,0.9
1323,5292.2,4.63,4626.08,1194.92,175.83,128.74,400,0.9
4752.2,0,16.63,4497.01,1829.51,151.96,96.1,500,0.9
3986.5,996.6,13.95,4391.48,1708.84,157.33,102.36,500,0.9
3236.6,2157.7,11.33,4406.38,1605.15,163.34,110.25,500,0.9
2373.8,3560.7,8.31,4477.41,1457.62,169.72,119.27,500,0.9
1323,5291.9,4.63,4626.13,1195.01,175.83,128.74,500,0.9
4752.2,0,16.63,4497.01,1829.51,151.96,96.1,600,0.9
3986.5,996.6,13.95,4391.48,1708.84,157.33,102.36,600,0.9
3236.6,2157.7,11.33,4406.38,1605.15,163.34,110.25,600,0.9
2373.8,3560.7,8.31,4477.41,1457.62,169.72,119.27,600,0.9
1319.6,5278.6,4.62,4628.63,1200.08,175.73,128.59,600,0.9
5274.7,0,18.46,4361.18,1494.36,156.68,101.61,100,1.16
4415.5,1103.9,15.45,4245.86,1385.4,161.59,107.9,100,1.16
3594.9,2396.6,12.58,4263.01,1294.03,167.69,116.29,100,1.16
2646.7,3970,9.26,4341.05,1167.91,173.78,125.48,100,1.16
1483.8,5935.3,5.19,4504.82,947.97,179.73,135.19,100,1.16
5274.7,0,18.46,4361.18,1494.36,156.68,101.61,200,1.16
4415.5,1103.9,15.45,4245.86,1385.4,161.59,107.9,200,1.16
3594.9,2396.6,12.58,4263.01,1294.03,167.69,116.29,200,1.16
2646.7,3970,9.26,4341.05,1167.91,173.78,125.48,200,1.16
1483.8,5935.3,5.19,4504.82,947.96,179.73,135.19,200,1.16
5274.7,0,18.46,4361.18,1494.36,156.68,101.61,300,1.16
4415.5,1103.9,15.45,4245.85,1385.4,161.59,107.9,300,1.16
3594.9,2396.6,12.58,4263.01,1294.03,167.69,116.29,300,1.16
2646.7,3970,9.26,4341.05,1167.91,173.78,125.48,300,1.16
1483.8,5935.3,5.19,4504.82,947.97,179.73,135.19,300,1.16
5274.7,0,18.46,4361.18,1494.36,156.68,101.61,400,1.16
4415.5,1103.9,15.45,4245.85,1385.4,161.59,107.9,400,1.16
3594.9,2396.6,12.58,4263.01,1294.03,167.69,116.29,400,1.16
2646.7,3970,9.26,4341.05,1167.91,173.78,125.48,400,1.16
1482.5,5930,5.19,4505.82,950.26,179.7,135.13,400,1.16
5274.7,0,18.46,4361.18,1494.36,156.68,101.61,500,1.16
4415.5,1103.9,15.45,4245.86,1385.4,161.59,107.9,500,1.16
3594.9,2396.6,12.58,4263.01,1294.03,167.69,116.29,500,1.16
2645.2,3967.8,9.26,4341.78,1169.64,173.76,125.45,500,1.16
1468.6,5874.5,5.14,4516.3,973.71,179.37,134.59,500,1.16
5274.4,0,18.46,4361.28,1494.62,156.67,101.61,600,1.16
4411.2,1102.8,15.44,4247.31,1388.83,161.55,107.85,600,1.16
3585.8,2390.6,12.55,4266.74,1300.27,167.59,116.15,600,1.16
2629.2,3943.8,9.2,4349.79,1188.44,173.52,125.08,600,1.16
1442.8,5771.2,5.05,4535.79,1012.87,178.76,133.57,600,1.16
5558.4,0,19.45,4285.77,1295.19,158.94,104.45,100,1.5
4654.4,1163.6,16.29,4164.47,1192.89,163.91,110.96,100,1.5
3790.4,2527,13.27,4182.93,1105.99,169.69,119.26,100,1.5
2799.5,4199.3,9.8,4263.59,991.85,175.74,128.62,100,1.5
1573.6,6294.2,5.51,4436.76,797.29,181.6,138.39,100,1.5
5558.4,0,19.45,4285.77,1295.19,158.94,104.45,200,1.5
4654.4,1163.6,16.29,4164.47,1192.89,163.91,110.96,200,1.5
3790.4,2527,13.27,4182.93,1105.99,169.69,119.26,200,1.5
2799.5,4199.3,9.8,4263.59,991.85,175.74,128.62,200,1.5
1573.6,6294.2,5.51,4436.76,797.29,181.6,138.39,200,1.5
5558.4,0,19.45,4285.77,1295.19,158.94,104.45,300,1.5
4654.4,1163.6,16.29,4164.47,1192.89,163.91,110.96,300,1.5
3790.4,2527,13.27,4182.93,1105.99,169.69,119.26,300,1.5
2799.3,4198.9,9.8,4263.69,992.13,175.74,128.62,300,1.5
1568.3,6273.4,5.49,4440.73,807.23,181.5,138.21,300,1.5
5557,0,19.45,4286.15,1296.21,158.93,104.44,400,1.5
4652,1163,16.28,4165.29,1194.95,163.89,110.93,400,1.5
3784.5,2523,13.25,4185.38,1112.12,169.63,119.17,400,1.5
2787.7,4181.6,9.76,4269.59,1007.1,175.6,128.39,400,1.5
1549.1,6196.3,5.42,4455.37,839.8,181.11,137.55,400,1.5
5538.9,0,19.39,4290.94,1307.23,158.78,104.26,500,1.5
4628.4,1157.1,16.2,4173.33,1212.36,163.66,110.62,500,1.5
3761.5,2507.7,13.17,4194.78,1135.89,169.39,118.82,500,1.5
2759.9,4139.9,9.66,4283.73,1038.39,175.26,127.84,500,1.5
1521.7,6087,5.33,4476.13,884.49,180.57,136.61,500,1.5
5505.6,0,19.27,4299.81,1331.58,158.52,103.92,600,1.5
4593.6,1148.4,16.08,4185.17,1242.32,163.32,110.18,600,1.5
3724,2482.7,13.03,4210.13,1170.84,169.01,118.25,600,1.5
2724.3,4086.5,9.54,4301.84,1080.1,174.82,127.13,600,1.5
1491.4,5965.8,5.22,4499.08,938.84,179.91,135.49,600,1.5
5686.2,0,19.9,4251.78,1202.89,159.96,105.73,100,1.94
4757.7,1189.4,16.65,4128.35,1102.86,164.8,112.19,100,1.94
3879.7,2586.5,13.58,4146.36,1018.81,170.6,120.62,100,1.94
2865.9,4298.8,10.03,4229.82,908.32,176.56,129.94,100,1.94
1615.3,6461.4,5.65,4405,725.47,182.43,139.83,100,1.94
5686.2,0,19.9,4251.78,1202.89,159.96,105.73,200,1.94
4757.7,1189.4,16.65,4128.35,1102.86,164.8,112.19,200,1.94
3879.6,2586.4,13.58,4146.41,1018.94,170.6,120.62,200,1.94
2864.9,4297.3,10.03,4230.32,909.61,176.54,129.92,200,1.94
1610.9,6443.4,5.64,4408.41,734.15,182.34,139.68,200,1.94
5680.1,0,19.88,4253.41,1207.4,159.91,105.67,300,1.94
4749.6,1187.4,16.62,4131.25,1110.42,164.74,112.1,300,1.94
3868.6,2579,13.54,4150.94,1030.73,170.49,120.45,300,1.94
2851.5,4277.2,9.98,4237.13,927.55,176.38,129.66,300,1.94
1592.7,6370.8,5.57,4422.21,762.98,181.98,139.05,300,1.94
5656.6,0,19.8,4259.65,1224.82,159.72,105.44,400,1.94
4726.2,1181.6,16.54,4139.54,1132.03,164.55,111.83,400,1.94
3842,2561.3,13.45,4161.82,1055.07,170.21,120.05,400,1.94
2826.8,4240.2,9.89,4249.69,957.84,176.08,129.17,400,1.94
1570.6,6282.4,5.5,4439.01,805.15,181.54,138.29,400,1.94
5621.7,0,19.68,4268.93,1250.56,159.44,105.09,500,1.94
4690.5,1172.6,16.42,4152.16,1161.38,164.26,111.42,500,1.94
3808.8,2539.2,13.33,4175.42,1088.71,169.88,119.54,500,1.94
2795.2,4192.7,9.78,4265.8,997.17,175.69,128.54,500,1.94
1540.8,6163.3,5.39,4461.64,855.03,180.95,137.27,500,1.94
5574.8,0,19.51,4281.4,1282.75,159.07,104.62,600,1.94
4648.2,1162.1,16.27,4166.56,1198.09,163.85,110.88,600,1.94
3767.6,2511.7,13.19,4192.31,1129.39,169.45,118.92,600,1.94
2755.4,4133,9.64,4286.05,1044.13,175.2,127.75,600,1.94
1506.7,6026.9,5.27,4487.54,911.92,180.27,136.09,600,1.94
5737.1,0,20.08,4238.26,1167.63,160.36,106.24,100,2.5
4798.5,1199.6,16.8,4113.84,1068.09,165.13,112.65,100,2.5
3911.3,2607.5,13.69,4133.45,984.64,170.92,121.1,100,2.5
2892.6,4338.9,10.12,4216.2,876.98,176.88,130.48,100,2.5
1629.4,6517.5,5.7,4394.33,699.23,182.7,140.31,100,2.5
5732.6,0,20.06,4239.44,1170.93,160.33,106.2,200,2.5
4792.4,1198.1,16.77,4116,1073.79,165.08,112.58,200,2.5
3904.4,2602.9,13.67,4136.27,992.1,170.85,120.99,200,2.5
2884.4,4326.6,10.1,4220.4,888.17,176.78,130.31,200,2.5
1619,6475.9,5.67,4402.24,718.21,182.5,139.96,200,2.5
5713.9,0,20,4244.41,1184.86,160.18,106.01,300,2.5
4774.6,1193.6,16.71,4122.36,1090.5,164.94,112.38,300,2.5
3886.5,2591,13.6,4143.6,1011.43,170.67,120.72,300,2.5
2864,4296,10.02,4230.75,910.62,176.53,129.91,300,2.5
1600.7,6402.6,5.6,4416.16,750.07,182.13,139.33,300,2.5
5682.2,0,19.89,4252.84,1205.71,159.92,105.69,400,2.5
4745.3,1186.3,16.61,4132.77,1114.37,164.7,112.05,400,2.5
3859.7,2573.1,13.51,4154.57,1039.03,170.4,120.31,400,2.5
2839.6,4259.3,9.94,4243.21,943.4,176.23,129.42,400,2.5
1576.8,6307.2,5.52,4434.29,793.38,181.66,138.51,400,2.5
5644.8,0,19.76,4262.79,1233.49,159.63,105.32,500,2.5
4711,1177.7,16.49,4144.96,1146.07,164.43,111.66,500,2.5
3824.1,2549.4,13.38,4169.17,1073.99,170.03,119.77,500,2.5
2805.5,4208.3,9.82,4260.51,983.51,175.82,128.74,500,2.5
1546.5,6186,5.41,4457.33,844.48,181.06,137.46,500,2.5
5596.2,0,19.59,4275.73,1266.97,159.24,104.83,600,2.5
4665.2,1166.3,16.33,4160.8,1183.44,164.02,111.09,600,2.5
3780.9,2520.6,13.23,4186.85,1115.47,169.59,119.12,600,2.5
2765.9,4148.9,9.68,4280.68,1031.8,175.33,127.96,600,2.5
1512,6047.9,5.29,4483.56,902.43,180.38,136.28,600,2.5
748.5,0,2.99,5433.86,3590.92,81.6,60.15,100,0.25
654.8,163.7,2.62,5409.72,3339.11,84.98,60.23,100,0.25
541.7,361.2,2.17,5405.92,3122.88,88.88,60.64,100,0.25
399.2,598.8,1.6,5413.53,2863.75,93.18,61.47,100,0.25
223.2,892.7,0.89,5435.32,2380.74,98.34,62.7,100,0.25
734.8,0,2.94,5436.91,3539.12,81.2,60.15,200,0.25
643.1,160.8,2.57,5413.13,3285.67,84.53,60.23,200,0.25
541.7,361.2,2.17,5405.92,3122.88,88.88,60.64,200,0.25
399.2,598.8,1.6,5413.53,2863.75,93.18,61.47,200,0.25
223.2,892.7,0.89,5435.32,2380.74,98.34,62.7,200,0.25
697.6,0,2.79,5445.16,3384.95,80.13,60.14,300,0.25
630.7,157.7,2.52,5416.72,3232.69,84.06,60.22,300,0.25
541.7,361.2,2.17,5405.92,3122.88,88.88,60.64,300,0.25
399.2,598.8,1.6,5413.53,2863.75,93.18,61.47,300,0.25
223.2,892.7,0.89,5435.32,2380.74,98.34,62.7,300,0.25
668.4,0,2.67,5451.65,3274.62,79.29,60.14,400,0.25
619.3,154.8,2.48,5420.05,3187.77,83.62,60.22,400,0.25
541.7,361.2,2.17,5405.92,3122.88,88.88,60.64,400,0.25
399.2,598.8,1.6,5413.53,2863.75,93.18,61.47,400,0.25
223.2,892.7,0.89,5435.32,2380.74,98.34,62.7,400,0.25
638.2,0,2.55,5458.36,3167,78.41,60.13,500,0.25
613.2,153.3,2.45,5421.83,3169.72,83.39,60.22,500,0.25
541.7,361.2,2.17,5405.92,3122.88,88.88,60.64,500,0.25
399.2,598.8,1.6,5413.53,2863.75,93.18,61.47,500,0.25
223.2,892.7,0.89,5435.32,2380.74,98.34,62.7,500,0.25
622.4,0,2.49,5461.86,3126.99,77.96,60.13,600,0.25
608.5,152.1,2.43,5423.2,3159.77,83.21,60.22,600,0.25
541.7,361.2,2.17,5405.92,3122.88,88.88,60.64,600,0.25
399.2,598.8,1.6,5413.53,2863.75,93.18,61.47,600,0.25
223.2,892.7,0.89,5435.32,2380.74,98.34,62.7,600,0.25
1205.2,0,4.82,5330,3449.81,94.03,61.73,100,0.32
1048.3,262.1,4.19,5292.53,3284.1,98.77,62.66,100,0.32
870.1,580.1,3.48,5286.21,3066.87,104.71,64.03,100,0.32
650.7,976,2.6,5294.98,2738.15,111.97,65.97,100,0.32
365.2,1460.7,1.46,5330.14,2267.9,119.06,69.34,100,0.32
1205.2,0,4.82,5330,3449.81,94.03,61.73,200,0.32
1048.3,262.1,4.19,5292.53,3284.1,98.77,62.66,200,0.32
870.1,580.1,3.48,5286.21,3066.87,104.71,64.03,200,0.32
650.7,976,2.6,5294.98,2738.14,111.97,65.97,200,0.32
365.2,1460.7,1.46,5330.14,2267.9,119.06,69.34,200,0.32
1205.2,0,4.82,5330,3449.81,94.03,61.73,300,0.32
1048.3,262.1,4.19,5292.53,3284.1,98.77,62.66,300,0.32
870.1,580.1,3.48,5286.21,3066.87,104.71,64.03,300,0.32
650.7,976,2.6,5294.98,2738.15,111.97,65.97,300,0.32
365.2,1460.7,1.46,5330.14,2267.9,119.06,69.34,300,0.32
1205.2,0,4.82,5330,3449.81,94.03,61.73,400,0.32
1048.3,262.1,4.19,5292.54,3284.1,98.77,62.66,400,0.32
870.1,580.1,3.48,5286.21,3066.87,104.71,64.03,400,0.32
650.7,976,2.6,5294.98,2738.15,111.97,65.97,400,0.32
365.2,1460.7,1.46,5330.14,2267.9,119.06,69.34,400,0.32
1205.2,0,4.82,5330,3449.81,94.03,61.73,500,0.32
1048.3,262.1,4.19,5292.53,3284.1,98.77,62.66,500,0.32
870.1,580.1,3.48,5286.21,3066.87,104.71,64.03,500,0.32
650.7,976,2.6,5294.98,2738.15,111.97,65.97,500,0.32
365.2,1460.7,1.46,5330.13,2267.9,119.06,69.34,500,0.32
1205.2,0,4.82,5330,3449.81,94.03,61.73,600,0.32
1048.3,262.1,4.19,5292.54,3284.1,98.77,62.66,600,0.32
870.1,580.1,3.48,5286.21,3066.87,104.71,64.03,600,0.32
650.7,976,2.6,5294.98,2738.15,111.97,65.97,600,0.32
365.2,1460.7,1.46,5330.14,2267.9,119.06,69.34,600,0.32
1909.1,0,7.64,5167.12,3195.95,111.67,66.06,100,0.42
1645.9,411.5,6.58,5111.72,3032.56,117.33,68.74,100,0.42
1355.4,903.6,5.42,5106.85,2840.87,124.18,72.45,100,0.42
1005.3,1508,4.02,5126.06,2554.86,132.21,77.33,100,0.42
561.6,2246.4,2.25,5183.89,2125.87,139.36,83.56,100,0.42
1909.1,0,7.64,5167.12,3195.95,111.67,66.06,200,0.42
1645.9,411.5,6.58,5111.72,3032.56,117.33,68.74,200,0.42
1355.4,903.6,5.42,5106.85,2840.87,124.18,72.45,200,0.42
1005.3,1508,4.02,5126.06,2554.86,132.21,77.33,200,0.42
561.6,2246.4,2.25,5183.89,2125.87,139.36,83.56,200,0.42
1909.1,0,7.64,5167.12,3195.95,111.67,66.06,300,0.42
1645.9,411.5,6.58,5111.72,3032.56,117.33,68.74,300,0.42
1355.4,903.6,5.42,5106.85,2840.87,124.18,72.45,300,0.42
1005.3,1508,4.02,5126.06,2554.86,132.21,77.33,300,0.42
561.6,2246.4,2.25,5183.89,2125.87,139.36,83.56,300,0.42
1909.1,0,7.64,5167.12,3195.95,111.67,66.06,400,0.42
1645.9,411.5,6.58,5111.72,3032.56,117.33,68.74,400,0.42
1355.4,903.6,5.42,5106.85,2840.87,124.18,72.45,400,0.42
1005.3,1508,4.02,5126.06,2554.86,132.21,77.33,400,0.42
561.6,2246.4,2.25,5183.89,2125.87,139.36,83.56,400,0.42
1909.1,0,7.64,5167.12,3195.95,111.67,66.06,500,0.42
1645.9,411.5,6.58,5111.72,3032.56,117.33,68.74,500,0.42
1355.4,903.6,5.42,5106.85,2840.87,124.18,72.45,500,0.42
1005.3,1508,4.02,5126.06,2554.86,132.21,77.33,500,0.42
561.6,2246.4,2.25,5183.89,2125.87,139.36,83.56,500,0.42
1909.1,0,7.64,5167.12,3195.95,111.67,66.06,600,0.42
1645.9,411.5,6.58,5111.72,3032.56,117.33,68.74,600,0.42
1355.4,903.6,5.42,5106.85,2840.87,124.18,72.45,600,0.42
1005.3,1508,4.02,5126.06,2554.86,132.21,77.33,600,0.42
561.6,2246.4,2.25,5183.89,2125.87,139.36,83.56,600,0.42
2803.7,0,11.22,4953.06,2829.4,129.35,75.58,100,0.54
2401.2,600.3,9.61,4876.3,2672.02,135.26,80.1,100,0.54
1971.2,1314.1,7.89,4874.28,2507.37,142.42,86.14,100,0.54
1449.5,2174.2,5.8,4911.08,2281.7,149.21,93.11,100,0.54
810.6,3242.4,3.24,4997.39,1889.74,156.54,101.5,100,0.54
2803.7,0,11.22,4953.05,2829.39,129.35,75.58,200,0.54
2401.2,600.3,9.61,4876.3,2672.02,135.26,80.1,200,0.54
1971.2,1314.1,7.89,4874.28,2507.37,142.42,86.14,200,0.54
1449.5,2174.2,5.8,4911.08,2281.7,149.21,93.11,200,0.54
810.6,3242.4,3.24,4997.39,1889.74,156.54,101.5,200,0.54
2803.7,0,11.22,4953.05,2829.39,129.35,75.58,300,0.54
2401.2,600.3,9.61,4876.3,2672.02,135.26,80.1,300,0.54
1971.2,1314.1,7.89,4874.28,2507.37,142.42,86.14,300,0.54
1449.5,2174.2,5.8,4911.08,2281.7,149.21,93.11,300,0.54
810.6,3242.4,3.24,4997.39,1889.74,156.54,101.5,300,0.54
2803.7,0,11.22,4953.05,2829.39,129.35,75.58,400,0.54
2401.2,600.3,9.61,4876.3,2672.02,135.26,80.1,400,0.54
1971.2,1314.1,7.89,4874.28,2507.37,142.42,86.14,400,0.54
1449.5,2174.2,5.8,4911.08,2281.7,149.21,93.11,400,0.54
810.6,3242.4,3.24,4997.39,1889.74,156.54,101.5,400,0.54
2803.7,0,11.22,4953.05,2829.39,129.35,75.58,500,0.54
2401.2,600.3,9.61,4876.3,2672.02,135.26,80.1,500,0.54
1971.2,1314.1,7.89,4874.28,2507.37,142.42,86.14,500,0.54
1449.5,2174.2,5.8,4911.08,2281.7,149.21,93.11,500,0.54
810.6,3242.4,3.24,4997.39,1889.74,156.54,101.5,500,0.54
2803.7,0,11.22,4953.06,2829.4,129.35,75.58,600,0.54
2401.2,600.3,9.61,4876.3,2672.02,135.26,80.1,600,0.54
1971.2,1314.1,7.89,4874.28,2507.37,142.42,86.14,600,0.54
1449.5,2174.2,5.8,4911.08,2281.7,149.21,93.11,600,0.54
810.6,3242.4,3.24,4997.39,1889.74,156.54,101.5,600,0.54
3738.5,0,14.95,4720.34,2350.98,143.13,86.94,100,0.7
3179.6,794.9,12.72,4624.78,2213.71,148.7,92.55,100,0.7
2605,1736.6,10.42,4627.55,2090.4,155.24,99.87,100,0.7
1919.9,2879.9,7.68,4679.36,1907.22,161.73,108.1,100,0.7
1077.6,4310.3,4.31,4795.73,1582.61,168.4,117.38,100,0.7
3738.5,0,14.95,4720.34,2350.98,143.13,86.94,200,0.7
3179.6,794.9,12.72,4624.78,2213.71,148.7,92.55,200,0.7
2605,1736.6,10.42,4627.55,2090.4,155.24,99.87,200,0.7
1919.9,2879.9,7.68,4679.36,1907.22,161.73,108.1,200,0.7
1077.6,4310.3,4.31,4795.73,1582.61,168.4,117.38,200,0.7
3738.5,0,14.95,4720.34,2350.98,143.13,86.94,300,0.7
3179.6,794.9,12.72,4624.78,2213.71,148.7,92.55,300,0.7
2605,1736.6,10.42,4627.55,2090.4,155.24,99.87,300,0.7
1919.9,2879.9,7.68,4679.36,1907.22,161.73,108.1,300,0.7
1077.6,4310.3,4.31,4795.73,1582.61,168.4,117.38,300,0.7
3738.5,0,14.95,4720.34,2350.98,143.13,86.94,400,0.7
3179.6,794.9,12.72,4624.78,2213.71,148.7,92.55,400,0.7
2605,1736.6,10.42,4627.55,2090.4,155.24,99.87,400,0.7
1919.9,2879.9,7.68,4679.36,1907.22,161.73,108.1,400,0.7
1077.6,4310.3,4.31,4795.73,1582.61,168.4,117.38,400,0.7
3738.5,0,14.95,4720.34,2350.98,143.13,86.94,500,0.7
3179.6,794.9,12.72,4624.78,2213.71,148.7,92.55,500,0.7
2605,1736.6,10.42,4627.55,2090.4,155.24,99.87,500,0.7
1919.9,2879.9,7.68,4679.36,1907.22,161.73,108.1,500,0.7
1077.6,4310.3,4.31,4795.73,1582.61,168.4,117.38,500,0.7
3738.5,0,14.95,4720.34,2350.98,143.13,86.94,600,0.7
3179.6,794.9,12.72,4624.78,2213.71,148.7,92.55,600,0.7
2605,1736.6,10.42,4627.55,2090.4,155.24,99.87,600,0.7
1919.9,2879.9,7.68,4679.36,1907.22,161.73,108.1,600,0.7
1077.6,4310.3,4.31,4795.73,1582.61,168.4,117.38,600,0.7
4500.8,0,18,4523.02,1888.37,151.83,95.95,100,0.9
3808.1,952,15.23,4413.79,1770.97,156.87,101.9,100,0.9
3122.6,2081.8,12.49,4420.1,1670.17,163.05,109.82,100,0.9
2313.8,3470.8,9.26,4481.67,1523.38,169.38,118.77,100,0.9
1307.4,5229.4,5.23,4620.72,1257.09,175.67,128.5,100,0.9
4500.8,0,18,4523.02,1888.37,151.83,95.95,200,0.9
3808.1,952,15.23,4413.79,1770.97,156.87,101.9,200,0.9
3122.6,2081.8,12.49,4420.1,1670.18,163.05,109.82,200,0.9
2313.8,3470.8,9.26,4481.67,1523.37,169.38,118.77,200,0.9
1307.4,5229.4,5.23,4620.72,1257.09,175.67,128.5,200,0.9
4500.8,0,18,4523.02,1888.37,151.83,95.95,300,0.9
3808.1,952,15.23,4413.79,1770.97,156.87,101.9,300,0.9
3122.6,2081.8,12.49,4420.1,1670.18,163.05,109.82,300,0.9
2313.8,3470.8,9.26,4481.67,1523.37,169.38,118.77,300,0.9
1307.4,5229.4,5.23,4620.72,1257.09,175.67,128.5,300,0.9
4500.8,0,18,4523.02,1888.37,151.83,95.95,400,0.9
3808.1,952,15.23,4413.79,1770.97,156.87,101.9,400,0.9
3122.6,2081.8,12.49,4420.1,1670.17,163.05,109.82,400,0.9
2313.8,3470.8,9.26,4481.67,1523.38,169.38,118.77,400,0.9
1307.4,5229.4,5.23,4620.72,1257.09,175.67,128.5,400,0.9
4500.8,0,18,4523.02,1888.37,151.83,95.95,500,0.9
3808.1,952,15.23,4413.79,1770.97,156.87,101.9,500,0.9
3122.6,2081.8,12.49,4420.1,1670.17,163.05,109.82,500,0.9
2313.8,3470.8,9.26,4481.67,1523.37,169.38,118.77,500,0.9
1307.4,5229.4,5.23,4620.72,1257.09,175.67,128.5,500,0.9
4500.8,0,18,4523.02,1888.37,151.83,95.95,600,0.9
3808.1,952,15.23,4413.79,1770.97,156.87,101.9,600,0.9
3122.6,2081.8,12.49,4420.1,1670.18,163.05,109.82,600,0.9
2313.8,3470.8,9.26,4481.67,1523.38,169.38,118.77,600,0.9
1306.1,5224.4,5.22,4621.69,1259.04,175.63,128.44,600,0.9
5003.5,0,20.01,4389.66,1543.1,156.74,101.63,100,1.16
4226.1,1056.5,16.9,4269.22,1437.65,161.4,107.63,100,1.16
3471.6,2314.4,13.89,4277.1,1348.42,167.4,115.88,100,1.16
2581.2,3871.7,10.33,4345,1222.49,173.44,124.98,100,1.16
1466.2,5864.9,5.87,4498.78,998.65,179.58,134.95,100,1.16
5003.5,0,20.01,4389.66,1543.1,156.74,101.63,200,1.16
4226.1,1056.5,16.9,4269.22,1437.65,161.4,107.63,200,1.16
3471.6,2314.4,13.89,4277.1,1348.42,167.4,115.88,200,1.16
2581.2,3871.7,10.33,4345,1222.49,173.44,124.98,200,1.16
1466.2,5864.9,5.87,4498.78,998.65,179.58,134.95,200,1.16
5003.5,0,20.01,4389.66,1543.1,156.74,101.63,300,1.16
4226.1,1056.5,16.9,4269.22,1437.65,161.4,107.63,300,1.16
3471.6,2314.4,13.89,4277.1,1348.42,167.4,115.88,300,1.16
2581.2,3871.7,10.33,4345,1222.49,173.44,124.98,300,1.16
1466.2,5864.9,5.87,4498.78,998.65,179.58,134.95,300,1.16
5003.5,0,20.01,4389.66,1543.1,156.74,101.63,400,1.16
4226.1,1056.5,16.9,4269.22,1437.65,161.4,107.63,400,1.16
3471.6,2314.4,13.89,4277.1,1348.42,167.4,115.88,400,1.16
2581.2,3871.7,10.33,4345,1222.49,173.44,124.98,400,1.16
1465.7,5862.9,5.86,4499.16,999.51,179.57,134.93,400,1.16
5003.5,0,20.01,4389.66,1543.1,156.74,101.63,500,1.16
4226.1,1056.5,16.9,4269.22,1437.65,161.4,107.63,500,1.16
3471.5,2314.4,13.89,4277.13,1348.48,167.4,115.88,500,1.16
2580.3,3870.4,10.32,4345.45,1223.56,173.43,124.96,500,1.16
1456.7,5826.7,5.83,4506.11,1016.31,179.36,134.57,500,1.16
5003.3,0,20.01,4389.74,1543.29,156.74,101.62,600,1.16
4224.8,1056.2,16.9,4269.68,1438.77,161.39,107.62,600,1.16
3468.2,2312.1,13.87,4278.49,1351.58,167.36,115.82,600,1.16
2569.6,3854.4,10.28,4350.93,1236.05,173.27,124.71,600,1.16
1436.5,5745.9,5.75,4521.65,1051.61,178.88,133.78,600,1.16
5271.3,0,21.09,4315.76,1338.87,158.9,104.38,100,1.5
4454,1113.5,17.82,4188.74,1239.42,163.58,110.57,100,1.5
3663.3,2442.2,14.65,4196.72,1154.73,169.45,118.9,100,1.5
2730.1,4095.2,10.92,4268.22,1038.85,175.51,128.23,100,1.5
1555.8,6223.3,6.22,4429.66,841.21,181.51,138.24,100,1.5
5271.3,0,21.09,4315.76,1338.87,158.9,104.38,200,1.5
4454,1113.5,17.82,4188.74,1239.42,163.58,110.57,200,1.5
3663.3,2442.2,14.65,4196.72,1154.73,169.45,118.9,200,1.5
2730.1,4095.2,10.92,4268.22,1038.85,175.51,128.23,200,1.5
1555.8,6223.3,6.22,4429.66,841.21,181.51,138.24,200,1.5
5271.3,0,21.09,4315.76,1338.87,158.9,104.38,300,1.5
4454,1113.5,17.82,4188.74,1239.42,163.58,110.57,300,1.5
3663.3,2442.2,14.65,4196.72,1154.73,169.45,118.9,300,1.5
2730.1,4095.2,10.92,4268.22,1038.85,175.51,128.23,300,1.5
1552.8,6211.1,6.21,4432,847.2,181.45,138.13,300,1.5
5271.1,0,21.09,4315.8,1338.97,158.89,104.38,400,1.5
4452.1,1113,17.81,4189.42,1241.11,163.56,110.55,400,1.5
3658.3,2438.9,14.63,4198.83,1157.92,169.4,118.82,400,1.5
2722.6,4083.9,10.89,4272.15,1049.28,175.42,128.08,400,1.5
1537.5,6150.1,6.15,4443.81,876.15,181.15,137.61,400,1.5
5259.6,0,21.04,4318.99,1347.91,158.8,104.27,500,1.5
4436.4,1109.1,17.75,4194.97,1255.23,163.41,110.34,500,1.5
3640.1,2426.8,14.56,4206.52,1177.91,169.22,118.55,500,1.5
2699.4,4049.1,10.8,4284.24,1077.29,175.14,127.62,500,1.5
1513.9,6055.6,6.06,4462.12,917.93,180.68,136.8,500,1.5
5231.6,0,20.93,4326.78,1369.76,158.59,103.98,600,1.5
4404.7,1101.2,17.62,4206.18,1281.91,163.11,109.94,600,1.5
3608.2,2405.5,14.43,4220,1209.46,168.9,118.06,600,1.5
2667.4,4001.1,10.67,4300.8,1116.19,174.71,126.94,600,1.5
1484.3,5937,5.94,4484.92,968.66,180.01,135.66,600,1.5
5390.6,0,21.56,4282.66,1244.05,159.83,105.6,100,1.94
4556.7,1139.2,18.23,4152.48,1147.8,164.56,111.9,100,1.94
3746.6,2497.7,14.99,4161.52,1064.12,170.29,120.17,100,1.94
2795.2,4192.8,11.18,4234.24,952.72,176.3,129.52,100,1.94
1597,6387.8,6.39,4397.81,766.17,182.32,139.65,100,1.94
